Dataset_ID,ObservedBy_Person_ID,Partner_Group,Site_ID,Site_Name,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Plant_Nickname,Patch,Phenophase_ID,Phenophase_Category,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No,NumYs_in_Series,NumDays_in_Series,Observed_Status_Conflict_Flag
'-9999','20322',Appalachian Mountain Club,16212,Lila's Ledge (LL01),44.258659,-71.252998,619,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59872,Hobblebush-1 (HB),471,Leaves,Falling leaves,2014,7,28,209,2456867,10,2014,7,28,209,2456867,8,1,0,-9999
'-9999','20322',Appalachian Mountain Club,16212,Lila's Ledge (LL01),44.258659,-71.252998,619,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59872,Hobblebush-1 (HB),483,Leaves,Leaves,2014,5,12,132,2456790,-9999,2014,6,1,152,2456810,8,4,1,-9999
'-9999','20322',Appalachian Mountain Club,16212,Lila's Ledge (LL01),44.258659,-71.252998,619,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59872,Hobblebush-1 (HB),483,Leaves,Leaves,2014,6,15,166,2456824,6,2014,9,30,273,2456931,-9999,10,1,-9999
'-9999','20322',Appalachian Mountain Club,16212,Lila's Ledge (LL01),44.258659,-71.252998,619,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59872,Hobblebush-1 (HB),498,Leaves,Colored leaves,2014,7,28,209,2456867,10,2014,8,5,217,2456875,25,2,1,-9999
'-9999','20322',Appalachian Mountain Club,16212,Lila's Ledge (LL01),44.258659,-71.252998,619,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59872,Hobblebush-1 (HB),498,Leaves,Colored leaves,2014,9,22,265,2456923,23,2014,9,30,273,2456931,-9999,2,1,-9999
'-9999','20322',Appalachian Mountain Club,16212,Lila's Ledge (LL01),44.258659,-71.252998,619,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69159,Yellow Birch-1 (168),467,Leaves,Increasing leaf size,2014,6,1,152,2456810,12,2014,6,15,166,2456824,6,3,0,-9999
'-9999','20322',Appalachian Mountain Club,16212,Lila's Ledge (LL01),44.258659,-71.252998,619,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69160,Yellow Birch-2 (169),467,Leaves,Increasing leaf size,2014,6,1,152,2456810,12,2014,6,15,166,2456824,6,2,0,-9999
'-9999','20322',Appalachian Mountain Club,16212,Lila's Ledge (LL01),44.258659,-71.252998,619,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69161,Yellow Birch-3 (170),467,Leaves,Increasing leaf size,2014,6,1,152,2456810,12,2014,6,15,166,2456824,6,3,0,-9999
'-9999','20322',Appalachian Mountain Club,16212,Lila's Ledge (LL01),44.258659,-71.252998,619,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69160,Yellow Birch-2 (169),471,Leaves,Falling leaves,2014,10,15,288,2456946,15,2014,10,15,288,2456946,-9999,1,0,-9999
'-9999','20322',Appalachian Mountain Club,16212,Lila's Ledge (LL01),44.258659,-71.252998,619,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69159,Yellow Birch-1 (168),483,Leaves,Leaves,2014,6,1,152,2456810,12,2014,9,30,273,2456931,15,12,0,-9999
'-9999','20322',Appalachian Mountain Club,16212,Lila's Ledge (LL01),44.258659,-71.252998,619,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69160,Yellow Birch-2 (169),483,Leaves,Leaves,2014,6,1,152,2456810,12,2014,10,15,288,2456946,-9999,12,0,-9999
'-9999','20322',Appalachian Mountain Club,16212,Lila's Ledge (LL01),44.258659,-71.252998,619,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69161,Yellow Birch-3 (170),483,Leaves,Leaves,2014,6,1,152,2456810,12,2014,9,30,273,2456931,15,12,0,-9999
'-9999','20322',Appalachian Mountain Club,16212,Lila's Ledge (LL01),44.258659,-71.252998,619,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69159,Yellow Birch-1 (168),498,Leaves,Colored leaves,2014,9,22,265,2456923,23,2014,9,30,273,2456931,15,2,0,-9999
'-9999','20322',Appalachian Mountain Club,16212,Lila's Ledge (LL01),44.258659,-71.252998,619,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69160,Yellow Birch-2 (169),498,Leaves,Colored leaves,2014,9,22,265,2456923,23,2014,10,15,288,2456946,-9999,3,0,-9999
'-9999','20322',Appalachian Mountain Club,16212,Lila's Ledge (LL01),44.258659,-71.252998,619,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69161,Yellow Birch-3 (170),498,Leaves,Colored leaves,2014,8,30,242,2456900,25,2014,9,30,273,2456931,15,3,0,-9999
'-9999','20322',Appalachian Mountain Club,16213,Lila's Ledge (LL02),44.26144,-71.252998,623,NH,79,Fagus,grandifolia,American beech,Plantae,69168,American Beech-1 (55),467,Leaves,Increasing leaf size,2014,6,1,152,2456810,12,2014,6,21,172,2456830,8,4,0,-9999
'-9999','20322',Appalachian Mountain Club,16213,Lila's Ledge (LL02),44.26144,-71.252998,623,NH,79,Fagus,grandifolia,American beech,Plantae,69168,American Beech-1 (55),471,Leaves,Falling leaves,2014,10,15,288,2456946,15,2014,10,15,288,2456946,-9999,1,0,-9999
'-9999','20322',Appalachian Mountain Club,16213,Lila's Ledge (LL02),44.26144,-71.252998,623,NH,79,Fagus,grandifolia,American beech,Plantae,69168,American Beech-1 (55),483,Leaves,Leaves,2014,6,1,152,2456810,12,2014,10,15,288,2456946,-9999,14,0,-9999
'-9999','20322',Appalachian Mountain Club,16213,Lila's Ledge (LL02),44.26144,-71.252998,623,NH,79,Fagus,grandifolia,American beech,Plantae,69168,American Beech-1 (55),498,Leaves,Colored leaves,2014,8,30,242,2456900,25,2014,10,15,288,2456946,-9999,4,0,-9999
'-9999','20322',Appalachian Mountain Club,16213,Lila's Ledge (LL02),44.26144,-71.252998,623,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59875,Hobblebush-1 (HB),371,Leaves,Breaking leaf buds,2014,5,12,132,2456790,-9999,2014,5,14,134,2456792,6,2,0,-9999
'-9999','20322',Appalachian Mountain Club,16213,Lila's Ledge (LL02),44.26144,-71.252998,623,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59875,Hobblebush-1 (HB),467,Leaves,Increasing leaf size,2014,5,20,140,2456798,6,2014,6,21,172,2456830,8,5,0,-9999
'-9999','20322',Appalachian Mountain Club,16213,Lila's Ledge (LL02),44.26144,-71.252998,623,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59875,Hobblebush-1 (HB),471,Leaves,Falling leaves,2014,10,15,288,2456946,15,2014,10,15,288,2456946,-9999,1,0,-9999
'-9999','20322',Appalachian Mountain Club,16213,Lila's Ledge (LL02),44.26144,-71.252998,623,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59875,Hobblebush-1 (HB),483,Leaves,Leaves,2014,5,12,132,2456790,-9999,2014,10,15,288,2456946,-9999,17,0,-9999
'-9999','20322',Appalachian Mountain Club,16213,Lila's Ledge (LL02),44.26144,-71.252998,623,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59875,Hobblebush-1 (HB),498,Leaves,Colored leaves,2014,8,5,217,2456875,8,2014,10,15,288,2456946,-9999,5,0,-9999
'-9999','20322',Appalachian Mountain Club,16213,Lila's Ledge (LL02),44.26144,-71.252998,623,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69165,Yellow Birch-1 (50),467,Leaves,Increasing leaf size,2014,6,1,152,2456810,12,2014,6,21,172,2456830,8,3,0,-9999
'-9999','20322',Appalachian Mountain Club,16213,Lila's Ledge (LL02),44.26144,-71.252998,623,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69166,Yellow Birch-2 (51),467,Leaves,Increasing leaf size,2014,6,1,152,2456810,12,2014,6,21,172,2456830,8,4,0,-9999
'-9999','20322',Appalachian Mountain Club,16213,Lila's Ledge (LL02),44.26144,-71.252998,623,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69167,Yellow Birch-3 (52),467,Leaves,Increasing leaf size,2014,6,1,152,2456810,12,2014,6,21,172,2456830,8,4,0,-9999
'-9999','20322',Appalachian Mountain Club,16213,Lila's Ledge (LL02),44.26144,-71.252998,623,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69165,Yellow Birch-1 (50),471,Leaves,Falling leaves,2014,10,15,288,2456946,15,2014,10,15,288,2456946,-9999,1,0,-9999
'-9999','20322',Appalachian Mountain Club,16213,Lila's Ledge (LL02),44.26144,-71.252998,623,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69166,Yellow Birch-2 (51),471,Leaves,Falling leaves,2014,10,15,288,2456946,15,2014,10,15,288,2456946,-9999,1,0,-9999
'-9999','20322',Appalachian Mountain Club,16213,Lila's Ledge (LL02),44.26144,-71.252998,623,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69167,Yellow Birch-3 (52),471,Leaves,Falling leaves,2014,9,30,273,2456931,8,2014,9,30,273,2456931,15,1,0,-9999
'-9999','20322',Appalachian Mountain Club,16213,Lila's Ledge (LL02),44.26144,-71.252998,623,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69165,Yellow Birch-1 (50),483,Leaves,Leaves,2014,6,1,152,2456810,12,2014,10,15,288,2456946,-9999,13,0,-9999
'-9999','20322',Appalachian Mountain Club,16213,Lila's Ledge (LL02),44.26144,-71.252998,623,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69166,Yellow Birch-2 (51),483,Leaves,Leaves,2014,6,1,152,2456810,12,2014,10,15,288,2456946,-9999,14,0,-9999
'-9999','20322',Appalachian Mountain Club,16213,Lila's Ledge (LL02),44.26144,-71.252998,623,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69167,Yellow Birch-3 (52),483,Leaves,Leaves,2014,6,1,152,2456810,12,2014,9,30,273,2456931,15,13,0,-9999
'-9999','20322',Appalachian Mountain Club,16213,Lila's Ledge (LL02),44.26144,-71.252998,623,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69165,Yellow Birch-1 (50),498,Leaves,Colored leaves,2014,9,30,273,2456931,8,2014,10,15,288,2456946,-9999,2,0,-9999
'-9999','20322',Appalachian Mountain Club,16213,Lila's Ledge (LL02),44.26144,-71.252998,623,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69166,Yellow Birch-2 (51),498,Leaves,Colored leaves,2014,9,22,265,2456923,23,2014,10,15,288,2456946,-9999,3,0,-9999
'-9999','20322',Appalachian Mountain Club,16213,Lila's Ledge (LL02),44.26144,-71.252998,623,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69167,Yellow Birch-3 (52),498,Leaves,Colored leaves,2014,8,30,242,2456900,25,2014,9,30,273,2456931,15,3,0,-9999
'-9999','20322',Appalachian Mountain Club,16214,Lila's Ledge (LL03),44.262901,-71.252998,621,NH,79,Fagus,grandifolia,American beech,Plantae,69174,American Beech-1 (59),371,Leaves,Breaking leaf buds,2014,5,20,140,2456798,6,2014,5,20,140,2456798,12,1,0,-9999
'-9999','20322',Appalachian Mountain Club,16214,Lila's Ledge (LL03),44.262901,-71.252998,621,NH,79,Fagus,grandifolia,American beech,Plantae,69175,American Beech-2 (60),371,Leaves,Breaking leaf buds,2014,5,20,140,2456798,6,2014,5,20,140,2456798,12,1,0,-9999
'-9999','20322',Appalachian Mountain Club,16214,Lila's Ledge (LL03),44.262901,-71.252998,621,NH,79,Fagus,grandifolia,American beech,Plantae,69174,American Beech-1 (59),467,Leaves,Increasing leaf size,2014,6,1,152,2456810,12,2014,6,9,160,2456818,6,2,0,-9999
'-9999','20322',Appalachian Mountain Club,16214,Lila's Ledge (LL03),44.262901,-71.252998,621,NH,79,Fagus,grandifolia,American beech,Plantae,69175,American Beech-2 (60),467,Leaves,Increasing leaf size,2014,6,1,152,2456810,12,2014,6,9,160,2456818,6,2,0,-9999
'-9999','20322',Appalachian Mountain Club,16214,Lila's Ledge (LL03),44.262901,-71.252998,621,NH,79,Fagus,grandifolia,American beech,Plantae,69174,American Beech-1 (59),483,Leaves,Leaves,2014,6,1,152,2456810,12,2014,10,15,288,2456946,-9999,13,0,-9999
'-9999','20322',Appalachian Mountain Club,16214,Lila's Ledge (LL03),44.262901,-71.252998,621,NH,79,Fagus,grandifolia,American beech,Plantae,69175,American Beech-2 (60),483,Leaves,Leaves,2014,5,20,140,2456798,6,2014,10,15,288,2456946,-9999,14,0,-9999
'-9999','20322',Appalachian Mountain Club,16214,Lila's Ledge (LL03),44.262901,-71.252998,621,NH,79,Fagus,grandifolia,American beech,Plantae,69174,American Beech-1 (59),498,Leaves,Colored leaves,2014,8,30,242,2456900,25,2014,10,15,288,2456946,-9999,4,0,-9999
'-9999','20322',Appalachian Mountain Club,16214,Lila's Ledge (LL03),44.262901,-71.252998,621,NH,79,Fagus,grandifolia,American beech,Plantae,69175,American Beech-2 (60),498,Leaves,Colored leaves,2014,9,22,265,2456923,23,2014,10,15,288,2456946,-9999,3,0,-9999
'-9999','20322',Appalachian Mountain Club,16214,Lila's Ledge (LL03),44.262901,-71.252998,621,NH,95,Viburnum,lantanoides,hobblebush,Plantae,69836,Hobblebush-1 (HB),371,Leaves,Breaking leaf buds,2014,5,12,132,2456790,-9999,2014,5,14,134,2456792,6,2,0,-9999
'-9999','20322',Appalachian Mountain Club,16214,Lila's Ledge (LL03),44.262901,-71.252998,621,NH,95,Viburnum,lantanoides,hobblebush,Plantae,69836,Hobblebush-1 (HB),467,Leaves,Increasing leaf size,2014,5,20,140,2456798,6,2014,6,9,160,2456818,6,3,0,-9999
'-9999','20322',Appalachian Mountain Club,16214,Lila's Ledge (LL03),44.262901,-71.252998,621,NH,95,Viburnum,lantanoides,hobblebush,Plantae,69836,Hobblebush-1 (HB),471,Leaves,Falling leaves,2014,10,15,288,2456946,15,2014,10,15,288,2456946,-9999,1,0,-9999
'-9999','20322',Appalachian Mountain Club,16214,Lila's Ledge (LL03),44.262901,-71.252998,621,NH,95,Viburnum,lantanoides,hobblebush,Plantae,69836,Hobblebush-1 (HB),483,Leaves,Leaves,2014,5,14,134,2456792,2,2014,10,15,288,2456946,-9999,15,0,-9999
'-9999','20322',Appalachian Mountain Club,16214,Lila's Ledge (LL03),44.262901,-71.252998,621,NH,95,Viburnum,lantanoides,hobblebush,Plantae,69836,Hobblebush-1 (HB),498,Leaves,Colored leaves,2014,9,30,273,2456931,31,2014,10,15,288,2456946,-9999,2,0,-9999
'-9999','20322',Appalachian Mountain Club,16214,Lila's Ledge (LL03),44.262901,-71.252998,621,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69171,Yellow Birch-1 (56),467,Leaves,Increasing leaf size,2014,6,1,152,2456810,12,2014,6,1,152,2456810,14,1,0,-9999
'-9999','20322',Appalachian Mountain Club,16214,Lila's Ledge (LL03),44.262901,-71.252998,621,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69172,Yellow Birch-2 (57),467,Leaves,Increasing leaf size,2014,6,1,152,2456810,12,2014,6,9,160,2456818,12,2,0,-9999
'-9999','20322',Appalachian Mountain Club,16214,Lila's Ledge (LL03),44.262901,-71.252998,621,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69173,Yellow Birch-3 (58),467,Leaves,Increasing leaf size,2014,6,1,152,2456810,12,2014,6,9,160,2456818,6,2,0,-9999
'-9999','20322',Appalachian Mountain Club,16214,Lila's Ledge (LL03),44.262901,-71.252998,621,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69171,Yellow Birch-1 (56),471,Leaves,Falling leaves,2014,10,15,288,2456946,15,2014,10,15,288,2456946,-9999,1,0,-9999
'-9999','20322',Appalachian Mountain Club,16214,Lila's Ledge (LL03),44.262901,-71.252998,621,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69171,Yellow Birch-1 (56),483,Leaves,Leaves,2014,6,1,152,2456810,12,2014,10,15,288,2456946,-9999,10,0,-9999
'-9999','20322',Appalachian Mountain Club,16214,Lila's Ledge (LL03),44.262901,-71.252998,621,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69172,Yellow Birch-2 (57),483,Leaves,Leaves,2014,6,1,152,2456810,12,2014,9,30,273,2456931,15,11,0,-9999
'-9999','20322',Appalachian Mountain Club,16214,Lila's Ledge (LL03),44.262901,-71.252998,621,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69173,Yellow Birch-3 (58),483,Leaves,Leaves,2014,6,1,152,2456810,12,2014,9,30,273,2456931,15,12,0,-9999
'-9999','20322',Appalachian Mountain Club,16214,Lila's Ledge (LL03),44.262901,-71.252998,621,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69171,Yellow Birch-1 (56),498,Leaves,Colored leaves,2014,9,22,265,2456923,48,2014,10,15,288,2456946,-9999,3,0,-9999
'-9999','20322',Appalachian Mountain Club,16214,Lila's Ledge (LL03),44.262901,-71.252998,621,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69172,Yellow Birch-2 (57),498,Leaves,Colored leaves,2014,9,30,273,2456931,8,2014,9,30,273,2456931,15,1,0,-9999
'-9999','20322',Appalachian Mountain Club,16214,Lila's Ledge (LL03),44.262901,-71.252998,621,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69173,Yellow Birch-3 (58),498,Leaves,Colored leaves,2014,9,22,265,2456923,23,2014,9,30,273,2456931,15,2,0,-9999
'-9999','20322',Appalachian Mountain Club,16235,Lost Pond Trail (PINK1),44.256149,-71.251701,611,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59940,Hobblebush-1 (HB),467,Leaves,Increasing leaf size,2014,5,19,139,2456797,-9999,2014,6,10,161,2456819,6,5,0,-9999
'-9999','20322',Appalachian Mountain Club,16235,Lost Pond Trail (PINK1),44.256149,-71.251701,611,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59940,Hobblebush-1 (HB),483,Leaves,Leaves,2014,5,19,139,2456797,-9999,2014,9,30,273,2456931,-9999,14,0,-9999
'-9999','20322',Appalachian Mountain Club,16235,Lost Pond Trail (PINK1),44.256149,-71.251701,611,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59940,Hobblebush-1 (HB),498,Leaves,Colored leaves,2014,9,5,248,2456906,32,2014,9,30,273,2456931,-9999,2,0,-9999
'-9999','20322',Appalachian Mountain Club,16237,Lost Pond Trail (PINK3),44.255249,-71.251503,620,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59948,Hobblebush-1 (HB),467,Leaves,Increasing leaf size,2014,5,19,139,2456797,-9999,2014,6,10,161,2456819,6,5,0,-9999
'-9999','20322',Appalachian Mountain Club,16237,Lost Pond Trail (PINK3),44.255249,-71.251503,620,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59948,Hobblebush-1 (HB),483,Leaves,Leaves,2014,5,19,139,2456797,-9999,2014,9,30,273,2456931,-9999,14,0,-9999
'-9999','20322',Appalachian Mountain Club,16237,Lost Pond Trail (PINK3),44.255249,-71.251503,620,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59948,Hobblebush-1 (HB),498,Leaves,Colored leaves,2014,9,5,248,2456906,32,2014,9,30,273,2456931,-9999,2,0,-9999
'-9999','20322',Appalachian Mountain Club,16238,Lost Pond Trail (PINK4),44.2523,-71.251701,610,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59951,Hobblebush-1 (HB),371,Leaves,Breaking leaf buds,2014,5,19,139,2456797,-9999,2014,5,20,140,2456798,12,2,0,-9999
'-9999','20322',Appalachian Mountain Club,16238,Lost Pond Trail (PINK4),44.2523,-71.251701,610,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59951,Hobblebush-1 (HB),467,Leaves,Increasing leaf size,2014,5,19,139,2456797,-9999,2014,6,10,161,2456819,6,5,0,-9999
'-9999','20322',Appalachian Mountain Club,16238,Lost Pond Trail (PINK4),44.2523,-71.251701,610,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59951,Hobblebush-1 (HB),483,Leaves,Leaves,2014,5,19,139,2456797,-9999,2014,9,30,273,2456931,-9999,13,0,-9999
'-9999','20322',Appalachian Mountain Club,16238,Lost Pond Trail (PINK4),44.2523,-71.251701,610,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59951,Hobblebush-1 (HB),498,Leaves,Colored leaves,2014,9,30,273,2456931,57,2014,9,30,273,2456931,-9999,1,0,-9999
'-9999','20322',Appalachian Mountain Club,16239,Tuckerman Ravine Trail (TUCKS1),44.25832,-71.253502,619,NH,79,Fagus,grandifolia,American beech,Plantae,69181,American Beech-1 (156),371,Leaves,Breaking leaf buds,2014,5,20,140,2456798,6,2014,5,20,140,2456798,12,1,0,-9999
'-9999','20322',Appalachian Mountain Club,16239,Tuckerman Ravine Trail (TUCKS1),44.25832,-71.253502,619,NH,79,Fagus,grandifolia,American beech,Plantae,69181,American Beech-1 (156),467,Leaves,Increasing leaf size,2014,6,1,152,2456810,12,2014,6,15,166,2456824,6,4,0,-9999
'-9999','20322',Appalachian Mountain Club,16239,Tuckerman Ravine Trail (TUCKS1),44.25832,-71.253502,619,NH,79,Fagus,grandifolia,American beech,Plantae,69181,American Beech-1 (156),483,Leaves,Leaves,2014,5,20,140,2456798,6,2014,10,15,288,2456946,-9999,16,0,-9999
'-9999','20322',Appalachian Mountain Club,16239,Tuckerman Ravine Trail (TUCKS1),44.25832,-71.253502,619,NH,79,Fagus,grandifolia,American beech,Plantae,69181,American Beech-1 (156),498,Leaves,Colored leaves,2014,9,30,273,2456931,8,2014,10,15,288,2456946,-9999,2,0,-9999
'-9999','20322',Appalachian Mountain Club,16239,Tuckerman Ravine Trail (TUCKS1),44.25832,-71.253502,619,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59954,Hobblebush-1 (HB),371,Leaves,Breaking leaf buds,2014,5,12,132,2456790,-9999,2014,5,14,134,2456792,6,2,0,-9999
'-9999','20322',Appalachian Mountain Club,16239,Tuckerman Ravine Trail (TUCKS1),44.25832,-71.253502,619,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59954,Hobblebush-1 (HB),467,Leaves,Increasing leaf size,2014,5,20,140,2456798,6,2014,6,15,166,2456824,6,5,0,-9999
'-9999','20322',Appalachian Mountain Club,16239,Tuckerman Ravine Trail (TUCKS1),44.25832,-71.253502,619,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59954,Hobblebush-1 (HB),483,Leaves,Leaves,2014,5,14,134,2456792,2,2014,9,30,273,2456931,15,16,0,-9999
'-9999','20322',Appalachian Mountain Club,16239,Tuckerman Ravine Trail (TUCKS1),44.25832,-71.253502,619,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59954,Hobblebush-1 (HB),498,Leaves,Colored leaves,2014,6,10,161,2456819,4,2014,6,10,161,2456819,5,1,1,-9999
'-9999','20322',Appalachian Mountain Club,16239,Tuckerman Ravine Trail (TUCKS1),44.25832,-71.253502,619,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59954,Hobblebush-1 (HB),498,Leaves,Colored leaves,2014,8,6,218,2456876,9,2014,9,30,273,2456931,15,4,1,-9999
'-9999','20322',Appalachian Mountain Club,16239,Tuckerman Ravine Trail (TUCKS1),44.25832,-71.253502,619,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69178,Yellow Birch-1 (150),371,Leaves,Breaking leaf buds,2014,5,20,140,2456798,6,2014,5,20,140,2456798,12,1,0,-9999
'-9999','20322',Appalachian Mountain Club,16239,Tuckerman Ravine Trail (TUCKS1),44.25832,-71.253502,619,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69179,Yellow Birch-2 (151),371,Leaves,Breaking leaf buds,2014,5,20,140,2456798,6,2014,5,20,140,2456798,12,1,0,-9999
'-9999','20322',Appalachian Mountain Club,16239,Tuckerman Ravine Trail (TUCKS1),44.25832,-71.253502,619,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69180,Yellow Birch-3 (152),371,Leaves,Breaking leaf buds,2014,5,20,140,2456798,6,2014,5,20,140,2456798,12,1,0,-9999
'-9999','20322',Appalachian Mountain Club,16239,Tuckerman Ravine Trail (TUCKS1),44.25832,-71.253502,619,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69178,Yellow Birch-1 (150),467,Leaves,Increasing leaf size,2014,6,1,152,2456810,12,2014,6,15,166,2456824,6,4,0,-9999
'-9999','20322',Appalachian Mountain Club,16239,Tuckerman Ravine Trail (TUCKS1),44.25832,-71.253502,619,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69179,Yellow Birch-2 (151),467,Leaves,Increasing leaf size,2014,6,1,152,2456810,12,2014,6,15,166,2456824,6,4,0,-9999
'-9999','20322',Appalachian Mountain Club,16239,Tuckerman Ravine Trail (TUCKS1),44.25832,-71.253502,619,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69180,Yellow Birch-3 (152),467,Leaves,Increasing leaf size,2014,6,1,152,2456810,12,2014,6,15,166,2456824,6,4,0,-9999
'-9999','20322',Appalachian Mountain Club,16239,Tuckerman Ravine Trail (TUCKS1),44.25832,-71.253502,619,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69178,Yellow Birch-1 (150),483,Leaves,Leaves,2014,5,20,140,2456798,6,2014,10,15,288,2456946,-9999,16,0,-9999
'-9999','20322',Appalachian Mountain Club,16239,Tuckerman Ravine Trail (TUCKS1),44.25832,-71.253502,619,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69179,Yellow Birch-2 (151),483,Leaves,Leaves,2014,5,20,140,2456798,6,2014,10,15,288,2456946,-9999,16,0,-9999
'-9999','20322',Appalachian Mountain Club,16239,Tuckerman Ravine Trail (TUCKS1),44.25832,-71.253502,619,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69180,Yellow Birch-3 (152),483,Leaves,Leaves,2014,5,20,140,2456798,6,2014,9,30,273,2456931,15,15,0,-9999
'-9999','20322',Appalachian Mountain Club,16239,Tuckerman Ravine Trail (TUCKS1),44.25832,-71.253502,619,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69178,Yellow Birch-1 (150),498,Leaves,Colored leaves,2014,8,29,241,2456899,23,2014,10,15,288,2456946,-9999,4,0,-9999
'-9999','20322',Appalachian Mountain Club,16239,Tuckerman Ravine Trail (TUCKS1),44.25832,-71.253502,619,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69179,Yellow Birch-2 (151),498,Leaves,Colored leaves,2014,9,22,265,2456923,24,2014,10,15,288,2456946,-9999,3,0,-9999
'-9999','20322',Appalachian Mountain Club,16239,Tuckerman Ravine Trail (TUCKS1),44.25832,-71.253502,619,NH,97,Betula,alleghaniensis,yellow birch,Plantae,69180,Yellow Birch-3 (152),498,Leaves,Colored leaves,2014,9,22,265,2456923,24,2014,9,30,273,2456931,15,2,0,-9999
'-9999','20322',Appalachian Mountain Club,16240,Tuckerman Ravine Trail (TUCKS2),44.25872,-71.2537,643,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59957,Hobblebush-1 (HB),371,Leaves,Breaking leaf buds,2014,5,14,134,2456792,2,2014,5,14,134,2456792,6,1,0,-9999
'-9999','20322',Appalachian Mountain Club,16240,Tuckerman Ravine Trail (TUCKS2),44.25872,-71.2537,643,NH,95,Viburnum,lantanoides,hobblebush,Plantae,59957,Hobblebush-1 (HB),467,Leaves,Increasing leaf size,2014,5,20,140,2456798,6,2014,6,10,161,2456819,11,4,0,-9999
